Power_mean,Amplitude_mean,Weighted_Mean_Frequency_mean,Power_std,Amplitude_std,Weighted_Mean_Frequency_std,Power_median,Amplitude_median,Weighted_Mean_Frequency_median,Genre
10787116644.914871,511.1724732491877,30453.71565602995,11097036351.966988,0.8611015340999648,19024.86180932306,7413584066.093913,511.36798588136026,25561.882471540477,[-7603 -7592 -6485 ... -5708 -4672 -3479]
14972278396.47836,511.56374549933525,53997.12887276551,11189775576.51727,0.3901480574653494,17950.874276515075,11173275627.314085,511.6650117685166,54158.46023668884,[-6153 -7764 -5093 ...  1226  3465  3152]
12336072794.756973,511.8881182870235,44085.650222948476,10978756623.01866,0.10639160875811364,13681.1656923717,8955331396.869177,511.918015575973,43310.3355991306,[3087 3246 1906 ... 1857 1591 3386]
17850035493.579193,509.9720945384871,54265.54906680592,11679385219.181574,2.0540540315779725,22838.713224416762,15799277136.877117,510.6796615986573,53863.8891777075,[-11036  -6158  -7126 ...  -4961  -4266  -3712]
7125366246.53778,511.67291906116714,31611.35518006427,10220424369.970491,0.4270859233044427,15962.842648976994,3756462032.5630445,511.8339537427174,28176.27245915441,[   86   567  -591 ... -4770 -4733 -1065]
20203203148.112976,511.6564215626042,57412.628179309504,12817676264.644693,0.287403962449081,19317.13797878829,17726541826.57303,511.71826156972315,57510.79665589957,[10663 11533  8668 ... -6507 -6578 -5202]
16858390894.779638,511.6483568964673,59390.43995707162,11835408416.32391,0.29564421177331773,16183.502213631527,14763081635.326555,511.6999011041105,59760.70253817935,[-6543 -3443 -2822 ... -3444 -9067 -7008]
13376369937.612347,511.8175493883661,44838.14128337952,16049589664.303444,0.17349301987178545,23892.31936413895,7610716041.705067,511.867319568776,39045.873816295665,[-5179 -4747 -2227 ... -5535 -4449 -2573]
18147256175.893112,511.4493873286257,52978.53849250126,17531756747.527386,0.5790731905733565,20924.609534130745,12546170022.807291,511.64077742599017,51826.68021575792,[  659   699   791 ... 10755  5958  2328]
7011169728.755895,511.9407511662211,38927.86400712838,6647211813.537076,0.06712295156903794,22870.6517398708,4916595991.937328,511.96205992128426,33220.336719729254,[ 2356   438  -216 ... -1762 -2855 -2604]
25055508171.525883,510.1625194156404,65668.00122869558,14319217028.667551,1.8002189273927958,18976.526940300315,23890821046.357758,510.68310367088986,64500.01718131502,[-5632 -6238 -7208 ...  -945  2063  3111]
16461917132.067488,511.90489667370935,49073.38213058623,9676601169.507336,0.08457012092624243,16785.528024109262,14834073743.089872,511.9298900668665,48783.32837814698,[-12392 -10018  -4739 ... -11188 -14841 -13107]
15062934040.83586,509.69362385657683,43597.44221340107,10988161521.62961,2.5986379612491306,18527.075919377123,14018508583.457615,510.48781729065274,43408.45432669803,[ 3759 10284 14151 ...   137    95   207]
13820872786.793085,511.8891237604537,51386.70826271094,11341041399.35455,0.12525676910990902,19585.246236121424,11226468993.758259,511.923782677768,52936.911736354465,[ 3859  1344  1314 ... -5772 -5315 -7282]
13614829921.218794,511.64652449207824,53633.92791907545,7482498708.764108,0.23371552828631562,15485.445731402706,12166527029.52349,511.667784569322,51713.651546025285,[ 6873  4463  4852 ... -5544 -6233 -7148]
21362414152.280376,511.8830773354299,51998.85558758549,12439532333.061064,0.1019537915386444,19133.424780827183,17865177075.016335,511.90746769408804,47872.21726394154,[10338 11716 12878 ... -1904  1102 -2667]
19350205447.084522,511.6117513445908,52853.03202723758,11592555315.007,0.3078366421626114,18630.720939453164,16433520977.393898,511.67649886796727,51715.99186011256,[2289 3009 5581 ... 2444 4266 1722]
7468313776.702341,511.9060438235056,29676.66101097868,12086126897.84973,0.09862260503591382,18509.429789228638,3158079708.3163595,511.9344642627524,24653.761147700665,[-1704 -1646 -1551 ...  2615  1440  1620]
9475067881.1922,511.77454568564946,38426.40313602202,8210470323.768466,0.28705261637198687,20302.709212751728,7267399605.792522,511.8765967644119,34980.95856698249,[13169 10470 11392 ...  2270 -8536 -9111]
10759244075.952929,511.7151674427685,38039.09324648667,10006405040.695038,0.3765862969069989,24044.646069999693,7896939138.440843,511.8413370520782,35068.01981040127,[-2669 -2258  -767 ...  8378  6649  3769]
7142467868.486315,511.8069814349821,30290.79872272941,4106675482.7957096,0.24563984198333547,11208.621523408101,6630966062.296565,511.8860816809288,29936.27795274659,[ -28 -206 -352 ...   14 -129 -116]
6296735805.403911,511.5001036592758,27011.224527105485,6585961228.389001,0.5543866512252097,15590.682895739577,3740495346.1847744,511.66185989105855,22859.367948009072,[-1515  -602   447 ... -6455 -9846 -7589]
10026152010.78699,511.8587945233685,38560.163473109365,14226165155.863548,0.1629220652772837,17850.947133002366,5488872542.465042,511.91159319557187,35615.728809744134,[-3409 -5634 -6039 ...   329    -5 -3408]
14802133353.838837,511.9267282435451,53985.551103051184,8737625918.605267,0.0855599267757382,23775.81698177379,13124371880.392958,511.94974746512844,50294.272279131284,[ 4509  8643 12115 ...   849  3123  4393]
10590255308.386538,511.89733486683144,36432.4321010288,14525539231.972113,0.10627254692425442,17407.639247755917,6123543097.3133335,511.93229023227866,33885.40960895584,[ 3476  2784  2035 ... -1074  -139   780]
6668855681.229754,511.900672399746,24028.942258232495,8706898506.052366,0.09542441440533297,15310.275365499854,3405417969.128913,511.92659149613445,21152.810727708213,[1004  833  718 ...  202  157 1152]
9641211715.537651,511.8799218835549,38620.86814498889,6030899196.081734,0.14258191630763434,15346.411784504067,8405426924.581852,511.92611368883587,37738.79604775508,[  -773   1014    -47 ... -10792 -13556  -4044]
7390787334.94386,511.4703155502241,23245.87608529277,10002977124.858854,0.6665314539710486,16293.53331381445,4291119061.6038523,511.6927232040615,19717.356589603965,[-5195 -5089 -5213 ...   881  1285  1084]
14454927509.728306,511.88298446217357,58212.47624910926,14557444420.306107,0.15171224841993441,25254.223506006718,10136100538.683365,511.92861532581907,54216.4772091314,[ -514   600 -1474 ... -3906 -1869   524]
10967033349.877954,511.9168564264429,39932.772425296986,11285637570.154947,0.08136128978992656,18229.579424840096,7124098629.46788,511.94003474674236,36706.82361756124,[ 3598  3273   178 ...  -294   465 -3302]
14558274985.901167,511.8257541000182,48071.01266066421,18744873069.442253,0.24703478092836695,20532.96822333478,9360563973.171738,511.9090379850749,48341.49168403368,[-3356 -2020 -3930 ...   478  2438   -18]
7029992770.414949,511.7894250344043,36583.29942143345,7747079139.50316,0.20270534872660567,19540.74147113113,4131374671.308015,511.85180097773497,31527.882427189004,[-643 -186  304 ...  507  400 1047]
7302184984.403078,511.8943879165448,26512.84255275164,10759710453.42981,0.13431813215798813,20251.364938089257,3259893186.187669,511.93908703653466,20995.64510571087,[-558 -301  -89 ... -403 -284 -181]
11177276837.116835,511.850200450908,43047.55416282031,5357514904.388651,0.15574614145143886,14669.821082229972,10733181077.068457,511.8930308800455,41884.26755581946,[-1837   402  2055 ... -5292 -5259 -5435]
7501834985.409252,511.9186253435625,37773.01139795551,6464300258.737151,0.07168839017942473,13735.935440600697,5120950748.730803,511.9345108616471,35152.56443354792,[-1032 -2838 -4676 ... -3957 -3109  -793]
12061160791.160866,511.89135180411637,44301.86978095447,14828090555.645254,0.13951621979997847,20043.459610191167,7448650180.67531,511.9417288246072,41627.65778787935,[-2790 -2868 -3181 ... 20398 20768 23079]
14402892121.15751,511.8888319905779,54503.931232853254,11731482233.33691,0.11163155000112619,22783.928990483877,10483453452.363403,511.92210337522,50404.913152087385,[ 8641  8128  4364 ... -1554  3028  8533]
13378213203.537064,511.84125165709094,53708.44406951823,14340378624.571215,0.22713389357990002,21508.276739905003,8730962442.885118,511.92382095849905,52510.74320818415,[-533 2483 2598 ... 7868 2148 3847]
6451003696.737927,511.8657520044679,33708.74226560331,6142348956.094027,0.22194871488676438,14062.229207458855,4188560627.65153,511.94021143902467,31605.565989047227,[7142 6342 5688 ... 3564 3305 2869]
7321692885.405261,511.6113695264914,28957.38469167765,5566102619.688905,0.4983190872588236,11364.246784150691,5730812597.268925,511.78824414237846,26572.523913719302,[-1370 -1152 -1160 ...   530  1055  1894]
11781197501.384497,511.8326692049156,35564.84263607974,17071598557.972652,0.17638316280349556,19429.43220760511,5361451529.404945,511.89257672142713,31764.005032592708,[-6200 -7943 -5524 ...  5893  4544  1887]
14987581494.40024,511.8470943252148,32881.72472233764,12608528095.181871,0.13355032006524598,15913.561465905308,11220925686.269867,511.88323239833255,28788.027750769892,[ 1645  2081  2495 ... -3628 -1502   900]
8875679442.920818,511.8111393005847,39821.396169700645,6589421680.442504,0.20879892962384,19250.13088990858,7170569497.675631,511.8651706387399,35277.13596703644,[ 3976   641  1587 ...   606   195 -1058]
14235964346.303192,511.6474916745497,45417.6489769972,11396283812.529419,0.41101905667152394,20246.394892809076,10793673554.137493,511.78180395043154,43728.07434395539,[ 2013  2092  2107 ... 16565 19237 16904]
10948005300.118204,511.89379574175575,39656.035277497824,10002136176.261429,0.11494216693874766,22393.817819320157,8332071245.768229,511.9289040536208,35609.438699489256,[-8592 -5626  -511 ...  3814  2979  2243]
